"year","plantid","plot","umbel.no","no.seeds","seed.notes","in.seed","phen.umbels","phen.julis","in.phen"
2022,"3536_12",12,1,68,";",TRUE,3,"117; 124; 131",TRUE
2022,"3551_12",12,1,16,";",TRUE,1,"131",TRUE
2022,"3578_12",12,3,0,";",TRUE,3,"103; 117; 124",TRUE
2022,"3578_12",12,2,62,";",TRUE,3,"103; 117; 124",TRUE
2022,"3578_12",12,1,104,";",TRUE,3,"103; 117; 124",TRUE
2022,"3018_13",13,2,118,";",TRUE,3,"117; 138; 138",TRUE
2022,"3018_13",13,3,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3018_13",13,1,100,";",TRUE,3,"117; 138; 138",TRUE
2022,"3026_13",13,1,24,";",TRUE,1,"131",TRUE
2022,"3039_13",13,1,62,";",TRUE,1,"145",TRUE
2022,"3042_13",13,1,28,";",TRUE,1,"138",TRUE
2022,"3088_13",13,3,86,";",TRUE,5,"117; 117; 131; 131; 131",TRUE
2022,"3088_13",13,2,40,";",TRUE,5,"117; 117; 131; 131; 131",TRUE
2022,"3088_13",13,1,56,";",TRUE,5,"117; 117; 131; 131; 131",TRUE
2022,"3088_13",13,4,0,";",TRUE,5,"117; 117; 131; 131; 131",TRUE
2022,"3088_13",13,5,0,";",TRUE,5,"117; 117; 131; 131; 131",TRUE
2022,"3108_13",13,1,46,";",TRUE,1,"131",TRUE
2022,"3112_13",13,1,0,";",TRUE,1,"138",TRUE
2022,"3118_13",13,1,116,";",TRUE,2,"117; 138",TRUE
2022,"3118_13",13,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3119_13",13,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3119_13",13,1,48,";",TRUE,2,"117; 138",TRUE
2022,"3120_13",13,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3120_13",13,1,110,";",TRUE,2,"117; 138",TRUE
2022,"3123_13",13,1,,";*** look at hard copy",TRUE,4,"124; 124; 131; 145",TRUE
2022,"3123_13",13,3,13,";",TRUE,4,"124; 124; 131; 145",TRUE
2022,"3123_13",13,2,132,";",TRUE,4,"124; 124; 131; 145",TRUE
2022,"3123_13",13,4,0,";",TRUE,4,"124; 124; 131; 145",TRUE
2022,"3126_13",13,1,20,";",TRUE,5,"124; 138; 166; 166; 166",TRUE
2022,"3126_13",13,2,126,";",TRUE,5,"124; 138; 166; 166; 166",TRUE
2022,"3128_13",13,1,50,";",TRUE,2,"131; 138",TRUE
2022,"3143_13",13,1,78,";",TRUE,1,"124",TRUE
2022,"3155_13",13,1,88,";",TRUE,1,"131",TRUE
2022,"3167_13",13,1,0,";",TRUE,1,"131",TRUE
2022,"3178_13",13,1,32,";",TRUE,1,"145",TRUE
2022,"3180_13",13,1,30,";",TRUE,1,"138",TRUE
2022,"3187_13",13,1,42,";",TRUE,2,"117; 138",TRUE
2022,"3187_13",13,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3196_13",13,1,0,";",TRUE,,,FALSE
2022,"3196_13",13,2,0,";",TRUE,,,FALSE
2022,"3333_13",13,1,2,";",TRUE,2,"152; 152",TRUE
2022,"3333_13",13,2,12,";",TRUE,2,"152; 152",TRUE
2022,"3336_13",13,1,10,";",TRUE,1,"131",TRUE
2022,"3357_13",13,1,18,";",TRUE,1,"138",TRUE
2022,"3358_13",13,1,80,";",TRUE,3,"117; 138; 138",TRUE
2022,"3358_13",13,2,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3358_13",13,3,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3367_13",13,1,0,";",TRUE,1,"124",TRUE
2022,"3373_13",13,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3373_13",13,1,134,";",TRUE,2,"117; 138",TRUE
2022,"3376_13",13,3,0,";",TRUE,3,"110; 131; 138",TRUE
2022,"3376_13",13,2,184,";",TRUE,3,"110; 131; 138",TRUE
2022,"3376_13",13,1,78,";",TRUE,3,"110; 131; 138",TRUE
2022,"3382_13",13,2,46,";",TRUE,3,"96; 124; 124",TRUE
2022,"3382_13",13,3,0,";",TRUE,3,"96; 124; 124",TRUE
2022,"3382_13",13,1,108,";",TRUE,3,"96; 124; 124",TRUE
2022,"3384_13",13,1,58,";",TRUE,1,"145",TRUE
2022,"3390_13",13,2,0,";",TRUE,2,"117; 131",TRUE
2022,"3390_13",13,1,110,";",TRUE,2,"117; 131",TRUE
2022,"3391_13",13,1,16,";",TRUE,1,"124",TRUE
2022,"3396_13",13,3,112,";",TRUE,3,"145; 145; 145",TRUE
2022,"3396_13",13,1,40,";",TRUE,3,"145; 145; 145",TRUE
2022,"3396_13",13,2,86,";",TRUE,3,"145; 145; 145",TRUE
2022,"3397_13",13,2,54,";",TRUE,2,"138; 145",TRUE
2022,"3397_13",13,1,8,";",TRUE,2,"138; 145",TRUE
2022,"3421_13",13,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3421_13",13,1,120,";",TRUE,2,"117; 138",TRUE
2022,"3422_13",13,1,50,";",TRUE,1,"152",TRUE
2022,"3428_13",13,1,2,"umble nibbled on;",TRUE,1,"131",TRUE
2022,"3429_13",13,1,46,";",TRUE,1,"124",TRUE
2022,"3431_13",13,2,80,";",TRUE,2,"117; 138",TRUE
2022,"3431_13",13,1,6,";",TRUE,2,"117; 138",TRUE
2022,"3433_13",13,2,86,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3433_13",13,3,36,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3433_13",13,1,92,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3441_13",13,1,170,";",TRUE,3,"96; 117; 117",TRUE
2022,"3441_13",13,2,252,";",TRUE,3,"96; 117; 117",TRUE
2022,"3441_13",13,3,0,";",TRUE,3,"96; 117; 117",TRUE
2022,"3481_13",13,2,78,";",TRUE,3,"145; 145; 145",TRUE
2022,"3481_13",13,3,62,";",TRUE,3,"145; 145; 145",TRUE
2022,"3481_13",13,1,52,";",TRUE,3,"145; 145; 145",TRUE
2022,"3494_13",13,3,0,";",TRUE,3,"117; 131; 138",TRUE
2022,"3494_13",13,2,96,";",TRUE,3,"117; 131; 138",TRUE
2022,"3494_13",13,1,70,";",TRUE,3,"117; 131; 138",TRUE
2022,"3497_13",13,1,36,";",TRUE,1,"138",TRUE
2022,"3515_13",13,3,0,";",TRUE,4,"110; 110; 131; 131",TRUE
2022,"3515_13",13,4,0,";",TRUE,4,"110; 110; 131; 131",TRUE
2022,"3515_13",13,1,118,"order unknown;",TRUE,4,"110; 110; 131; 131",TRUE
2022,"3515_13",13,2,100,";",TRUE,4,"110; 110; 131; 131",TRUE
2022,"3516_13",13,,,,FALSE,1,"124",TRUE
2022,"3558_13",13,1,0,";",TRUE,1,"124",TRUE
2022,"3565_13",13,1,0,";",TRUE,1,"124",TRUE
2022,"3590_13",13,1,0,";",TRUE,1,"124",TRUE
2022,"3593_13",13,1,0,";",TRUE,2,"110; 138",TRUE
2022,"3593_13",13,2,0,";",TRUE,2,"110; 138",TRUE
2022,"3595_13",13,1,0,";",TRUE,1,"131",TRUE
2022,"3604_13",13,2,190,";",TRUE,3,"117; 131; 138",TRUE
2022,"3604_13",13,3,0,";",TRUE,3,"117; 131; 138",TRUE
2022,"3604_13",13,1,6,";",TRUE,3,"117; 131; 138",TRUE
2022,"3605_13",13,1,74,";",TRUE,3,"110; 131; 138",TRUE
2022,"3605_13",13,2,92,";",TRUE,3,"110; 131; 138",TRUE
2022,"3605_13",13,3,0,";",TRUE,3,"110; 131; 138",TRUE
2022,"3614_13",13,1,66,";",TRUE,1,"138",TRUE
2022,"3616_13",13,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3616_13",13,1,38,";",TRUE,2,"110; 131",TRUE
2022,"3620_13",13,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3620_13",13,1,84,";",TRUE,2,"110; 131",TRUE
2022,"3628_13",13,1,58,";",TRUE,2,"138; 145",TRUE
2022,"3628_13",13,2,88,";",TRUE,2,"138; 145",TRUE
2022,"3638_13",13,2,80,";",TRUE,3,"117; 138; 138",TRUE
2022,"3638_13",13,3,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3638_13",13,1,66,";",TRUE,3,"117; 138; 138",TRUE
2022,"3642_13",13,1,36,";",TRUE,5,"96; 117; 117; 138; 138",TRUE
2022,"3642_13",13,2,112,";",TRUE,5,"96; 117; 117; 138; 138",TRUE
2022,"3642_13",13,3,94,";",TRUE,5,"96; 117; 117; 138; 138",TRUE
2022,"3642_13",13,4,0,";",TRUE,5,"96; 117; 117; 138; 138",TRUE
2022,"3675_13",13,2,0,";",TRUE,2,"117; 131",TRUE
2022,"3675_13",13,1,,";*** 10 or 104?",TRUE,2,"117; 131",TRUE
2022,"3701_13",13,1,42,";",TRUE,1,"152",TRUE
2022,"3705_13",13,1,8,";",TRUE,1,"145",TRUE
2022,"3724_13",13,1,22,";",TRUE,1,"152",TRUE
2022,"3775_13",13,2,62,";",TRUE,2,"110; 145",TRUE
2022,"3775_13",13,1,18,";",TRUE,2,"110; 145",TRUE
2022,"3780_13",13,1,146,";",TRUE,2,"138; 145",TRUE
2022,"3780_13",13,2,0,";",TRUE,2,"138; 145",TRUE
2022,"3826_13",13,1,164,";",TRUE,2,"96; 117",TRUE
2022,"3826_13",13,2,0,";",TRUE,2,"96; 117",TRUE
2022,"3853_13",13,1,62,"order unknown;",TRUE,4,"138; 138; 138; 152",TRUE
2022,"3853_13",13,4,64,";",TRUE,4,"138; 138; 138; 152",TRUE
2022,"3853_13",13,2,38,";",TRUE,4,"138; 138; 138; 152",TRUE
2022,"3853_13",13,3,40,";",TRUE,4,"138; 138; 138; 152",TRUE
2022,"3978_13",13,4,0,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3978_13",13,3,90,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3978_13",13,2,92,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3978_13",13,1,90,";",TRUE,4,"96; 124; 131; 131",TRUE
2022,"3980_13",13,2,0,";",TRUE,2,"124; 138",TRUE
2022,"3980_13",13,1,84,";",TRUE,2,"124; 138",TRUE
2022,"3989_13",13,1,76,";",TRUE,1,"138",TRUE
2022,"7532_13",13,2,0,";",TRUE,2,"117; 145",TRUE
2022,"7532_13",13,1,68,";",TRUE,2,"117; 145",TRUE
2022,"7537_13",13,2,0,";",TRUE,3,"110; 124; 131",TRUE
2022,"7537_13",13,1,80,"order unknown;",TRUE,3,"110; 124; 131",TRUE
2022,"7537_13",13,3,0,";",TRUE,3,"110; 124; 131",TRUE
2022,"7592_13",13,2,96,";",TRUE,2,"138; 145",TRUE
2022,"7592_13",13,1,18,";",TRUE,2,"138; 145",TRUE
2022,"3004_14",14,3,0,";",TRUE,3,"96; 117; 131",TRUE
2022,"3004_14",14,2,0,";",TRUE,3,"96; 117; 131",TRUE
2022,"3004_14",14,1,10,";",TRUE,3,"96; 117; 131",TRUE
2022,"3035_14",14,1,46,"order unknown;",TRUE,3,"110; 131; 145",TRUE
2022,"3035_14",14,2,0,";",TRUE,3,"110; 131; 145",TRUE
2022,"3035_14",14,3,0,";",TRUE,3,"110; 131; 145",TRUE
2022,"3086_14",14,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3086_14",14,1,64,";",TRUE,2,"124; 145",TRUE
2022,"3101_14",14,1,16,";",TRUE,1,"117",TRUE
2022,"3118_14",14,1,62,";",TRUE,1,"124",TRUE
2022,"3149_14",14,1,106,";",TRUE,3,"152; 152; 152",TRUE
2022,"3149_14",14,3,0,";",TRUE,3,"152; 152; 152",TRUE
2022,"3149_14",14,2,128,";",TRUE,3,"152; 152; 152",TRUE
2022,"3158_14",14,2,4,";",TRUE,2,"117; 145",TRUE
2022,"3158_14",14,1,116,";",TRUE,2,"117; 145",TRUE
2022,"3305_14",14,1,2,";",TRUE,1,"117",TRUE
2022,"3360_14",14,1,82,";",TRUE,4,"96; 110; 117; 138",TRUE
2022,"3360_14",14,3,0,";",TRUE,4,"96; 110; 117; 138",TRUE
2022,"3360_14",14,2,0,";",TRUE,4,"96; 110; 117; 138",TRUE
2022,"3363_14",14,3,0,";",TRUE,4,"110; 124; 131; 138",TRUE
2022,"3363_14",14,1,102,"order unknown;",TRUE,4,"110; 124; 131; 138",TRUE
2022,"3363_14",14,4,0,";",TRUE,4,"110; 124; 131; 138",TRUE
2022,"3363_14",14,2,62,";",TRUE,4,"110; 124; 131; 138",TRUE
2022,"3366_14",14,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3366_14",14,1,132,";",TRUE,2,"117; 138",TRUE
2022,"3379_14",14,1,0,"broken off/eaten;",TRUE,1,"124",TRUE
2022,"3385_14",14,1,86,";",TRUE,1,"145",TRUE
2022,"3430_14",14,2,0,";",TRUE,,,FALSE
2022,"3430_14",14,1,0,";",TRUE,,,FALSE
2022,"3432_14",14,2,122,";",TRUE,3,"96; 124; 131",TRUE
2022,"3432_14",14,1,134,";",TRUE,3,"96; 124; 131",TRUE
2022,"3432_14",14,3,0,";",TRUE,3,"96; 124; 131",TRUE
2022,"3433_14",14,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3433_14",14,1,210,";",TRUE,2,"117; 138",TRUE
2022,"3440_14",14,1,4,";",TRUE,1,"145",TRUE
2022,"3459_14",14,2,0,";",TRUE,2,"110; 124",TRUE
2022,"3459_14",14,1,92,";",TRUE,2,"110; 124",TRUE
2022,"3463_14",14,1,0,";",TRUE,1,"124",TRUE
2022,"3464_14",14,1,28,";",TRUE,1,"145",TRUE
2022,"3469_14",14,2,0,";",TRUE,2,"117; 131",TRUE
2022,"3469_14",14,1,2,";",TRUE,2,"117; 131",TRUE
2022,"3495_14",14,1,0,";",TRUE,1,"152",TRUE
2022,"3526_14",14,1,40,";",TRUE,3,"96; 117; 124",TRUE
2022,"3526_14",14,3,0,";",TRUE,3,"96; 117; 124",TRUE
2022,"3526_14",14,2,40,";",TRUE,3,"96; 117; 124",TRUE
2022,"3556_14",14,3,0,";",TRUE,3,"96; 117; 117",TRUE
2022,"3556_14",14,2,0,";",TRUE,3,"96; 117; 117",TRUE
2022,"3556_14",14,1,2,";",TRUE,3,"96; 117; 117",TRUE
2022,"3575_14",14,1,0,";",TRUE,1,"138",TRUE
2022,"3607_14",14,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3607_14",14,1,0,";",TRUE,2,"124; 145",TRUE
2022,"3661_14",14,3,0,";",TRUE,3,"110; 138; 138",TRUE
2022,"3661_14",14,1,140,";",TRUE,3,"110; 138; 138",TRUE
2022,"3661_14",14,2,142,";",TRUE,3,"110; 138; 138",TRUE
2022,"3671_14",14,1,96,";",TRUE,2,"110; 131",TRUE
2022,"3671_14",14,2,2,";",TRUE,2,"110; 131",TRUE
2022,"3682_14",14,3,104,";",TRUE,3,"131; 138; 145",TRUE
2022,"3682_14",14,2,38,";",TRUE,3,"131; 138; 145",TRUE
2022,"3682_14",14,1,16,";",TRUE,3,"131; 138; 145",TRUE
2022,"3699_14",14,1,126,";",TRUE,2,"117; 138",TRUE
2022,"3699_14",14,2,68,";",TRUE,2,"117; 138",TRUE
2022,"3711_14",14,1,44,";",TRUE,1,"138",TRUE
2022,"3752_14",14,1,6,";",TRUE,1,"117",TRUE
2022,"3776_14",14,1,6,";",TRUE,1,"152",TRUE
2022,"3816_14",14,1,26,";",TRUE,1,"131",TRUE
2022,"3829_14",14,1,48,";",TRUE,1,"152",TRUE
2022,"3838_14",14,1,0,"broken off;",TRUE,1,"117",TRUE
2022,"3885_14",14,1,76,";",TRUE,1,"131",TRUE
2022,"3913_14",14,2,0,";",TRUE,2,"96; 124",TRUE
2022,"3913_14",14,1,56,";",TRUE,2,"96; 124",TRUE
2022,"3926_14",14,1,0,";",TRUE,1,"124",TRUE
2022,"7557_14",14,1,90,";",TRUE,2,"117; 138",TRUE
2022,"7557_14",14,2,0,";",TRUE,2,"117; 138",TRUE
2022,"7575_14",14,1,0,";",TRUE,1,"124",TRUE
2022,"7576_14",14,1,2,";",TRUE,1,"110",TRUE
2022,"3006_15",15,1,32,";",TRUE,1,"131",TRUE
2022,"3014_15",15,2,8,";",TRUE,2,"145; 145",TRUE
2022,"3014_15",15,1,44,";",TRUE,2,"145; 145",TRUE
2022,"3017_15",15,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3017_15",15,1,70,";",TRUE,2,"117; 138",TRUE
2022,"3021_15",15,1,168,";",TRUE,2,"110; 117",TRUE
2022,"3021_15",15,2,0,";",TRUE,2,"110; 117",TRUE
2022,"3047_15",15,3,0,";",TRUE,3,"124; 124; 138",TRUE
2022,"3047_15",15,1,20,";",TRUE,3,"124; 124; 138",TRUE
2022,"3047_15",15,2,72,";",TRUE,3,"124; 124; 138",TRUE
2022,"3052_15",15,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3052_15",15,1,102,";",TRUE,2,"117; 138",TRUE
2022,"3063_15",15,1,8,";",TRUE,1,"124",TRUE
2022,"3065_15",15,1,36,";",TRUE,3,"124; 124; 124",TRUE
2022,"3065_15",15,3,0,";",TRUE,3,"124; 124; 124",TRUE
2022,"3065_15",15,2,2,";",TRUE,3,"124; 124; 124",TRUE
2022,"3068_15",15,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3068_15",15,1,,";look at hard copy",TRUE,2,"110; 131",TRUE
2022,"3076_15",15,2,0,";",TRUE,2,"110; 124",TRUE
2022,"3076_15",15,1,152,";",TRUE,2,"110; 124",TRUE
2022,"3083_15",15,1,126,";",TRUE,3,"124; 131; 138",TRUE
2022,"3083_15",15,3,2,";",TRUE,3,"124; 131; 138",TRUE
2022,"3083_15",15,2,124,";",TRUE,3,"124; 131; 138",TRUE
2022,"3095_15",15,1,32,";",TRUE,2,"131; 145",TRUE
2022,"3095_15",15,2,0,";",TRUE,2,"131; 145",TRUE
2022,"3116_15",15,1,38,";",TRUE,3,"117; 117; 124",TRUE
2022,"3116_15",15,2,22,";",TRUE,3,"117; 117; 124",TRUE
2022,"3116_15",15,3,16,";",TRUE,3,"117; 117; 124",TRUE
2022,"3177_15",15,4,68,";",TRUE,4,"117; 117; 138; 138",TRUE
2022,"3177_15",15,2,32,";",TRUE,4,"117; 117; 138; 138",TRUE
2022,"3177_15",15,1,66,";",TRUE,4,"117; 117; 138; 138",TRUE
2022,"3177_15",15,3,10,";",TRUE,4,"117; 117; 138; 138",TRUE
2022,"3297_15",15,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3297_15",15,1,132,";",TRUE,2,"110; 131",TRUE
2022,"3341_15",15,2,94,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3341_15",15,4,96,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3341_15",15,6,30,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3341_15",15,5,108,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3341_15",15,3,12,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3341_15",15,1,140,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3341_15",15,7,26,";",TRUE,7,"117; 117; 124; 124; 131; 159; 159",TRUE
2022,"3354_15",15,3,30,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3354_15",15,6,0,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3354_15",15,7,0,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3354_15",15,1,68,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3354_15",15,2,44,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3354_15",15,5,4,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3354_15",15,4,70,";",TRUE,7,"117; 117; 117; 138; 138; 145; 145",TRUE
2022,"3371_15",15,2,32,";",TRUE,3,"117; 124; 138",TRUE
2022,"3371_15",15,1,86,";",TRUE,3,"117; 124; 138",TRUE
2022,"3371_15",15,3,94,";",TRUE,3,"117; 124; 138",TRUE
2022,"3372_15",15,3,0,";",TRUE,3,"124; 138; 138",TRUE
2022,"3372_15",15,1,54,";",TRUE,3,"124; 138; 138",TRUE
2022,"3372_15",15,2,4,";",TRUE,3,"124; 138; 138",TRUE
2022,"3377_15",15,3,0,";",TRUE,3,"103; 117; 117",TRUE
2022,"3377_15",15,1,96,";",TRUE,3,"103; 117; 117",TRUE
2022,"3377_15",15,2,84,";",TRUE,3,"103; 117; 117",TRUE
2022,"3384_15",15,3,10,";",TRUE,4,"124; 124; 131; 138",TRUE
2022,"3384_15",15,4,0,";",TRUE,4,"124; 124; 131; 138",TRUE
2022,"3384_15",15,2,80,";",TRUE,4,"124; 124; 131; 138",TRUE
2022,"3384_15",15,1,108,";",TRUE,4,"124; 124; 131; 138",TRUE
2022,"3391_15",15,2,0,";",TRUE,2,"131; 138",TRUE
2022,"3391_15",15,1,124,";",TRUE,2,"131; 138",TRUE
2022,"3393_15",15,1,4,";",TRUE,2,"138; 145",TRUE
2022,"3393_15",15,2,0,";",TRUE,2,"138; 145",TRUE
2022,"3395_15",15,2,98,";",TRUE,3,"96; 124; 124",TRUE
2022,"3395_15",15,1,74,";",TRUE,3,"96; 124; 124",TRUE
2022,"3395_15",15,3,0,";",TRUE,3,"96; 124; 124",TRUE
2022,"3397_15",15,1,92,";",TRUE,3,"131; 131; 138",TRUE
2022,"3397_15",15,3,38,";",TRUE,3,"131; 131; 138",TRUE
2022,"3397_15",15,2,72,";",TRUE,3,"131; 131; 138",TRUE
2022,"3401_15",15,2,0,";",TRUE,2,"110; 138",TRUE
2022,"3401_15",15,1,90,";",TRUE,2,"110; 138",TRUE
2022,"3417_15",15,1,10,";",TRUE,3,"103; 124; 145",TRUE
2022,"3417_15",15,2,6,";",TRUE,3,"103; 124; 145",TRUE
2022,"3417_15",15,3,0,";",TRUE,3,"103; 124; 145",TRUE
2022,"3423_15",15,1,20,";",TRUE,2,"131; 145",TRUE
2022,"3423_15",15,2,10,";",TRUE,2,"131; 145",TRUE
2022,"3426_15",15,1,34,";",TRUE,,,FALSE
2022,"3427_15",15,1,34,";",TRUE,2,"124; 145",TRUE
2022,"3427_15",15,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3436_15",15,1,54,";",TRUE,2,"117; 145",TRUE
2022,"3436_15",15,2,22,";",TRUE,2,"117; 145",TRUE
2022,"3446_15",15,1,132,";",TRUE,1,"145",TRUE
2022,"3455_15",15,2,0,";",TRUE,2,"117; 131",TRUE
2022,"3455_15",15,1,178,";",TRUE,2,"117; 131",TRUE
2022,"3457_15",15,1,42,";",TRUE,2,"145; 145",TRUE
2022,"3457_15",15,2,26,";",TRUE,2,"145; 145",TRUE
2022,"3458_15",15,1,0,"plant pulled;",TRUE,1,"131",TRUE
2022,"3472_15",15,2,64,";",TRUE,4,"131; 131; 138; 145",TRUE
2022,"3472_15",15,4,0,";",TRUE,4,"131; 131; 138; 145",TRUE
2022,"3472_15",15,3,4,";",TRUE,4,"131; 131; 138; 145",TRUE
2022,"3472_15",15,1,104,";",TRUE,4,"131; 131; 138; 145",TRUE
2022,"3479_15",15,2,118,";",TRUE,6,"117; 117; 131; 131; 138; 138",TRUE
2022,"3479_15",15,5,82,";",TRUE,6,"117; 117; 131; 131; 138; 138",TRUE
2022,"3479_15",15,6,40,";",TRUE,6,"117; 117; 131; 131; 138; 138",TRUE
2022,"3479_15",15,1,112,";",TRUE,6,"117; 117; 131; 131; 138; 138",TRUE
2022,"3479_15",15,3,166,";",TRUE,6,"117; 117; 131; 131; 138; 138",TRUE
2022,"3479_15",15,4,100,";",TRUE,6,"117; 117; 131; 131; 138; 138",TRUE
2022,"3481_15",15,1,62,";",TRUE,1,"131",TRUE
2022,"3482_15",15,1,54,";",TRUE,1,"145",TRUE
2022,"3485_15",15,3,0,";",TRUE,6,"131; 131; 131; 131; 131; 145",TRUE
2022,"3485_15",15,5,2,";",TRUE,6,"131; 131; 131; 131; 131; 145",TRUE
2022,"3485_15",15,1,82,";",TRUE,6,"131; 131; 131; 131; 131; 145",TRUE
2022,"3485_15",15,6,0,";",TRUE,6,"131; 131; 131; 131; 131; 145",TRUE
2022,"3485_15",15,2,86,";",TRUE,6,"131; 131; 131; 131; 131; 145",TRUE
2022,"3485_15",15,4,10,";",TRUE,6,"131; 131; 131; 131; 131; 145",TRUE
2022,"3489_15",15,1,112,";",TRUE,2,"117; 131",TRUE
2022,"3489_15",15,2,86,";",TRUE,2,"117; 131",TRUE
2022,"3490_15",15,1,68,";",TRUE,2,"117; 138",TRUE
2022,"3490_15",15,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3491_15",15,2,0,";",TRUE,3,"103; 131; 138",TRUE
2022,"3491_15",15,3,0,";",TRUE,3,"103; 131; 138",TRUE
2022,"3491_15",15,1,150,";",TRUE,3,"103; 131; 138",TRUE
2022,"3493_15",15,1,20,";",TRUE,4,"131; 131; 145; 145",TRUE
2022,"3493_15",15,2,0,";",TRUE,4,"131; 131; 145; 145",TRUE
2022,"3500_15",15,1,160,";",TRUE,3,"117; 131; 131",TRUE
2022,"3500_15",15,2,26,";",TRUE,3,"117; 131; 131",TRUE
2022,"3500_15",15,3,0,";",TRUE,3,"117; 131; 131",TRUE
2022,"3581_15",15,1,106,";",TRUE,2,"138; 138",TRUE
2022,"3581_15",15,2,76,";",TRUE,2,"138; 138",TRUE
2022,"3612_15",15,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3612_15",15,1,0,";",TRUE,2,"124; 145",TRUE
2022,"3659_15",15,1,168,";",TRUE,5,"110; 117; 124; 124; 131",TRUE
2022,"3659_15",15,3,110,";",TRUE,5,"110; 117; 124; 124; 131",TRUE
2022,"3659_15",15,5,0,";",TRUE,5,"110; 117; 124; 124; 131",TRUE
2022,"3659_15",15,2,170,";",TRUE,5,"110; 117; 124; 124; 131",TRUE
2022,"3659_15",15,4,0,";",TRUE,5,"110; 117; 124; 124; 131",TRUE
2022,"3673_15",15,2,0,";",TRUE,2,"96; 117",TRUE
2022,"3673_15",15,1,140,";",TRUE,2,"96; 117",TRUE
2022,"3734_15",15,1,88,";",TRUE,2,"117; 138",TRUE
2022,"3734_15",15,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3736_15",15,4,0,";",TRUE,4,"117; 124; 145; 145",TRUE
2022,"3736_15",15,1,68,";",TRUE,4,"117; 124; 145; 145",TRUE
2022,"3736_15",15,3,18,";",TRUE,4,"117; 124; 145; 145",TRUE
2022,"3736_15",15,2,42,";",TRUE,4,"117; 124; 145; 145",TRUE
2022,"3738_15",15,2,0,";",TRUE,2,"124; 124",TRUE
2022,"3738_15",15,1,0,";",TRUE,2,"124; 124",TRUE
2022,"3740_15",15,3,0,";",TRUE,7,"117; 131; 138; 145; 145; 145; 145",TRUE
2022,"3740_15",15,2,52,";",TRUE,7,"117; 131; 138; 145; 145; 145; 145",TRUE
2022,"3740_15",15,6,0,";",TRUE,7,"117; 131; 138; 145; 145; 145; 145",TRUE
2022,"3740_15",15,5,0,";",TRUE,7,"117; 131; 138; 145; 145; 145; 145",TRUE
2022,"3740_15",15,1,122,";",TRUE,7,"117; 131; 138; 145; 145; 145; 145",TRUE
2022,"3740_15",15,4,0,";",TRUE,7,"117; 131; 138; 145; 145; 145; 145",TRUE
2022,"3755_15",15,1,0,";",TRUE,,,FALSE
2022,"3757_15",15,1,86,";",TRUE,2,"117; 138",TRUE
2022,"3757_15",15,2,20,";",TRUE,2,"117; 138",TRUE
2022,"3766_15",15,1,36,";",TRUE,1,"145",TRUE
2022,"3774_15",15,1,72,";",TRUE,1,"131",TRUE
