"year","plantid","plot","umbel.no","no.seeds","seed.notes","in.seed","phen.umbels","phen.julis","in.phen"
2023,"3401_7",7,1,2,"",TRUE,1,"123",TRUE
2023,"3446_7",7,5,0,"",TRUE,5,"116; 123; 130; 130; 130",TRUE
2023,"3446_7",7,3,0,"",TRUE,5,"116; 123; 130; 130; 130",TRUE
2023,"3446_7",7,4,0,"",TRUE,5,"116; 123; 130; 130; 130",TRUE
2023,"3446_7",7,2,8,"",TRUE,5,"116; 123; 130; 130; 130",TRUE
2023,"3446_7",7,1,80,"",TRUE,5,"116; 123; 130; 130; 130",TRUE
2023,"3450_7",7,2,14,"half-eaten",TRUE,3,"116; 123; 123",TRUE
2023,"3450_7",7,1,142,"",TRUE,3,"116; 123; 123",TRUE
2023,"3450_7",7,3,0,"",TRUE,3,"116; 123; 123",TRUE
2023,"3452_7",7,3,0,"",TRUE,3,"116; 123; 130",TRUE
2023,"3452_7",7,1,16,"",TRUE,3,"116; 123; 130",TRUE
2023,"3452_7",7,2,118,"",TRUE,3,"116; 123; 130",TRUE
2023,"3636_7",7,1,0,"[was gone on 24 may and 4 jun]",TRUE,1,"123",TRUE
2023,"3688_7",7,,,,FALSE,1,"123",TRUE
2023,"3874_7",7,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3874_7",7,1,78,"",TRUE,2,"123; 130",TRUE
2023,"3981_7",7,1,0,"",TRUE,1,"123",TRUE
2023,"3994_7",7,1,4,"",TRUE,3,"123; 123; 130",TRUE
2023,"3994_7",7,3,0,"",TRUE,3,"123; 123; 130",TRUE
2023,"3994_7",7,2,58,"",TRUE,3,"123; 123; 130",TRUE
2023,"5032_7",7,3,0,"",TRUE,3,"109; 116; 116",TRUE
2023,"5032_7",7,2,0,"",TRUE,3,"109; 116; 116",TRUE
2023,"5032_7",7,1,0,"",TRUE,3,"109; 116; 116",TRUE
2023,"5047_7",7,1,30,"",TRUE,2,"123; 123",TRUE
2023,"5047_7",7,2,4,"",TRUE,2,"123; 123",TRUE
2023,"5052_7",7,2,0,"",TRUE,2,"123; 123",TRUE
2023,"5052_7",7,1,16,"",TRUE,2,"123; 123",TRUE
2023,"5053_7",7,2,0,"",TRUE,2,"123; 137",TRUE
2023,"5053_7",7,1,36,"",TRUE,2,"123; 137",TRUE
2023,"5849_7",7,1,0,"",TRUE,4,"116; 123; 130; 137",TRUE
2023,"5849_7",7,2,0,"",TRUE,4,"116; 123; 130; 137",TRUE
2023,"7544_7",7,1,36,"",TRUE,1,"123",TRUE
2023,"7579_7",7,1,94,"",TRUE,1,"123",TRUE
2023,"3190_10",10,2,138,"",TRUE,2,"123; 130",TRUE
2023,"3190_10",10,1,132,"",TRUE,2,"123; 130",TRUE
2023,"3353_10",10,2,140,"",TRUE,4,"116; 123; 130; 137",TRUE
2023,"3353_10",10,3,16,"",TRUE,4,"116; 123; 130; 137",TRUE
2023,"3353_10",10,4,0,"",TRUE,4,"116; 123; 130; 137",TRUE
2023,"3353_10",10,1,128,"",TRUE,4,"116; 123; 130; 137",TRUE
2023,"3378_10",10,2,94,"",TRUE,3,"123; 137; 137",TRUE
2023,"3378_10",10,1,146,"",TRUE,3,"123; 137; 137",TRUE
2023,"3378_10",10,3,4,"",TRUE,3,"123; 137; 137",TRUE
2023,"3547_10",10,1,6,"",TRUE,1,"116",TRUE
2023,"3655_10",10,2,54,"",TRUE,3,"116; 130; 137",TRUE
2023,"3655_10",10,1,190,"",TRUE,3,"116; 130; 137",TRUE
2023,"3655_10",10,3,0,"",TRUE,3,"116; 130; 137",TRUE
2023,"3929_10",10,2,6,"",TRUE,2,"116; 137",TRUE
2023,"3929_10",10,1,84,"",TRUE,2,"116; 137",TRUE
2023,"7698_10",10,1,152,"",TRUE,2,"116; 130",TRUE
2023,"7698_10",10,2,8,"",TRUE,2,"116; 130",TRUE
2023,"3049_12",12,1,0,"",TRUE,1,"123",TRUE
2023,"3129_12",12,1,14,"",TRUE,1,"123",TRUE
2023,"3131_12",12,1,74,"",TRUE,1,"123",TRUE
2023,"3134_12",12,1,54,"",TRUE,2,"123; 137",TRUE
2023,"3134_12",12,2,14,"",TRUE,2,"123; 137",TRUE
2023,"3135_12",12,1,88,"",TRUE,1,"123",TRUE
2023,"3147_12",12,2,64,"",TRUE,2,"123; 137",TRUE
2023,"3147_12",12,1,30,"",TRUE,2,"123; 137",TRUE
2023,"3395_12",12,1,24,"",TRUE,1,"123",TRUE
2023,"3422_12",12,1,78,"",TRUE,3,"116; 123; 123",TRUE
2023,"3422_12",12,2,0,"",TRUE,3,"116; 123; 123",TRUE
2023,"3424_12",12,2,0,"",TRUE,2,"123; 123",TRUE
2023,"3424_12",12,1,94,"",TRUE,2,"123; 123",TRUE
2023,"3425_12",12,2,2,"",TRUE,2,"123; 137",TRUE
2023,"3425_12",12,1,26,"",TRUE,2,"123; 137",TRUE
2023,"3439_12",12,1,22,"",TRUE,1,"123",TRUE
2023,"3445_12",12,1,0,"",TRUE,1,"123",TRUE
2023,"3448_12",12,2,8,"",TRUE,2,"123; 123",TRUE
2023,"3448_12",12,1,132,"",TRUE,2,"123; 123",TRUE
2023,"3449_12",12,3,0,"",TRUE,3,"123; 123; 123",TRUE
2023,"3449_12",12,2,46,"",TRUE,3,"123; 123; 123",TRUE
2023,"3449_12",12,1,86,"",TRUE,3,"123; 123; 123",TRUE
2023,"3536_12",12,4,2,"",TRUE,5,"123; 123; 123; 123; 137",TRUE
2023,"3536_12",12,3,80,"",TRUE,5,"123; 123; 123; 123; 137",TRUE
2023,"3536_12",12,2,148,"",TRUE,5,"123; 123; 123; 123; 137",TRUE
2023,"3536_12",12,1,144,"",TRUE,5,"123; 123; 123; 123; 137",TRUE
2023,"3551_12",12,2,0,"",TRUE,2,"123; 123",TRUE
2023,"3551_12",12,1,128,"",TRUE,2,"123; 123",TRUE
2023,"3578_12",12,4,0,"",TRUE,4,"109; 123; 123; 137",TRUE
2023,"3578_12",12,1,80,"",TRUE,4,"109; 123; 123; 137",TRUE
2023,"3578_12",12,2,72,"",TRUE,4,"109; 123; 123; 137",TRUE
2023,"3578_12",12,3,54,"",TRUE,4,"109; 123; 123; 137",TRUE
2023,"3761_12",12,2,6,"",TRUE,2,"123; 123",TRUE
2023,"3761_12",12,1,60,"",TRUE,2,"123; 123",TRUE
2023,"7530_12",12,1,22,"",TRUE,1,"123",TRUE
2023,"7578_12",12,3,76,"",TRUE,4,"123; 137; 137; 144",TRUE
2023,"7578_12",12,1,2,"",TRUE,4,"123; 137; 137; 144",TRUE
2023,"7578_12",12,2,62,"",TRUE,4,"123; 137; 137; 144",TRUE
2023,"7578_12",12,4,20,"",TRUE,4,"123; 137; 137; 144",TRUE
2023,"3018_13",13,3,30,"",TRUE,5,"123; 130; 144; 144; 144",TRUE
2023,"3018_13",13,2,6,"",TRUE,5,"123; 130; 144; 144; 144",TRUE
2023,"3018_13",13,5,44,"",TRUE,5,"123; 130; 144; 144; 144",TRUE
2023,"3018_13",13,1,70,"",TRUE,5,"123; 130; 144; 144; 144",TRUE
2023,"3018_13",13,4,60,"",TRUE,5,"123; 130; 144; 144; 144",TRUE
2023,"3026_13",13,1,46,"",TRUE,1,"144",TRUE
2023,"3039_13",13,1,50,"",TRUE,1,"130",TRUE
2023,"3088_13",13,1,0,"",TRUE,3,"123; 137; 137",TRUE
2023,"3088_13",13,3,34,"",TRUE,3,"123; 137; 137",TRUE
2023,"3088_13",13,2,10,"",TRUE,3,"123; 137; 137",TRUE
2023,"3119_13",13,3,0,"",TRUE,5,"123; 123; 137; 137; 137",TRUE
2023,"3119_13",13,2,4,"",TRUE,5,"123; 123; 137; 137; 137",TRUE
2023,"3119_13",13,1,30,"",TRUE,5,"123; 123; 137; 137; 137",TRUE
2023,"3119_13",13,5,0,"",TRUE,5,"123; 123; 137; 137; 137",TRUE
2023,"3119_13",13,4,0,"",TRUE,5,"123; 123; 137; 137; 137",TRUE
2023,"3120_13",13,5,0,"",TRUE,5,"123; 123; 130; 130; 137",TRUE
2023,"3120_13",13,1,58,"",TRUE,5,"123; 123; 130; 130; 137",TRUE
2023,"3120_13",13,4,0,"",TRUE,5,"123; 123; 130; 130; 137",TRUE
2023,"3120_13",13,3,12,"",TRUE,5,"123; 123; 130; 130; 137",TRUE
2023,"3120_13",13,2,60,"",TRUE,5,"123; 123; 130; 130; 137",TRUE
2023,"3123_13",13,6,102,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,4,84,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,5,112,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,1,136,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,7,0,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,3,104,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,9,0,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,8,0,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3123_13",13,2,146,"",TRUE,9,"116; 116; 116; 130; 130; 130; 130; 130; 137",TRUE
2023,"3155_13",13,1,386,"",TRUE,3,"109; 123; 123",TRUE
2023,"3155_13",13,2,0,"",TRUE,3,"109; 123; 123",TRUE
2023,"3155_13",13,3,0,"",TRUE,3,"109; 123; 123",TRUE
2023,"3178_13",13,2,8,"",TRUE,2,"123; 130",TRUE
2023,"3178_13",13,1,54,"",TRUE,2,"123; 130",TRUE
2023,"3187_13",13,3,0,"",TRUE,3,"123; 123; 137",TRUE
2023,"3187_13",13,1,42,"",TRUE,3,"123; 123; 137",TRUE
2023,"3187_13",13,2,10,"",TRUE,3,"123; 123; 137",TRUE
2023,"3336_13",13,2,36,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3336_13",13,3,28,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3336_13",13,1,66,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3336_13",13,4,0,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3367_13",13,4,0,"",TRUE,4,"123; 123; 123; 144",TRUE
2023,"3367_13",13,3,0,"",TRUE,4,"123; 123; 123; 144",TRUE
2023,"3367_13",13,2,88,"",TRUE,4,"123; 123; 123; 144",TRUE
2023,"3367_13",13,1,96,"",TRUE,4,"123; 123; 123; 144",TRUE
2023,"3382_13",13,2,18,"",TRUE,2,"123; 130",TRUE
2023,"3382_13",13,1,0,"",TRUE,2,"123; 130",TRUE
2023,"3384_13",13,1,10,"",TRUE,1,"144",TRUE
2023,"3390_13",13,1,164,"",TRUE,3,"123; 137; 137",TRUE
2023,"3390_13",13,2,164,"",TRUE,3,"123; 137; 137",TRUE
2023,"3391_13",13,2,4,"",TRUE,2,"123; 137",TRUE
2023,"3391_13",13,1,134,"",TRUE,2,"123; 137",TRUE
2023,"3400_13",13,2,2,"",TRUE,2,"123; 123",TRUE
2023,"3400_13",13,1,24,"",TRUE,2,"123; 123",TRUE
2023,"3421_13",13,1,84,"",TRUE,2,"137; 144",TRUE
2023,"3421_13",13,2,0,"",TRUE,2,"137; 144",TRUE
2023,"3422_13",13,1,18,"",TRUE,1,"137",TRUE
2023,"3427_13",13,3,44,"",TRUE,3,"123; 137; 137",TRUE
2023,"3427_13",13,2,52,"",TRUE,3,"123; 137; 137",TRUE
2023,"3427_13",13,1,48,"",TRUE,3,"123; 137; 137",TRUE
2023,"3428_13",13,1,0,"",TRUE,1,"137",TRUE
2023,"3429_13",13,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3429_13",13,1,116,"",TRUE,2,"123; 130",TRUE
2023,"3431_13",13,5,0,"",TRUE,5,"123; 123; 130; 137; 144",TRUE
2023,"3431_13",13,3,18,"",TRUE,5,"123; 123; 130; 137; 144",TRUE
2023,"3431_13",13,2,42,"",TRUE,5,"123; 123; 130; 137; 144",TRUE
2023,"3431_13",13,1,30,"",TRUE,5,"123; 123; 130; 137; 144",TRUE
2023,"3431_13",13,4,30,"",TRUE,5,"123; 123; 130; 137; 144",TRUE
2023,"3433_13",13,3,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3433_13",13,2,136,"",TRUE,3,"123; 130; 130",TRUE
2023,"3433_13",13,1,88,"",TRUE,3,"123; 130; 130",TRUE
2023,"3441_13",13,3,0,"",TRUE,3,"116; 130; 130",TRUE
2023,"3441_13",13,2,222,"",TRUE,3,"116; 130; 130",TRUE
2023,"3441_13",13,1,188,"",TRUE,3,"116; 130; 130",TRUE
2023,"3558_13",13,3,0,"",TRUE,3,"123; 137; 144",TRUE
2023,"3558_13",13,2,32,"",TRUE,3,"123; 137; 144",TRUE
2023,"3558_13",13,1,24,"",TRUE,3,"123; 137; 144",TRUE
2023,"3590_13",13,1,0,"[gone on 4 jun]",TRUE,1,"123",TRUE
2023,"3604_13",13,4,40,"",TRUE,6,"123; 123; 123; 123; 130; 130",TRUE
2023,"3604_13",13,3,28,"",TRUE,6,"123; 123; 123; 123; 130; 130",TRUE
2023,"3604_13",13,1,70,"",TRUE,6,"123; 123; 123; 123; 130; 130",TRUE
2023,"3604_13",13,6,0,"",TRUE,6,"123; 123; 123; 123; 130; 130",TRUE
2023,"3604_13",13,2,68,"",TRUE,6,"123; 123; 123; 123; 130; 130",TRUE
2023,"3604_13",13,5,0,"",TRUE,6,"123; 123; 123; 123; 130; 130",TRUE
2023,"3616_13",13,1,102,"",TRUE,,,FALSE
2023,"3638_13",13,1,50,"",TRUE,1,"144",TRUE
2023,"3642_13",13,4,60,"",TRUE,5,"116; 116; 123; 137; 137",TRUE
2023,"3642_13",13,5,6,"",TRUE,5,"116; 116; 123; 137; 137",TRUE
2023,"3642_13",13,1,114,"",TRUE,5,"116; 116; 123; 137; 137",TRUE
2023,"3642_13",13,2,114,"",TRUE,5,"116; 116; 123; 137; 137",TRUE
2023,"3642_13",13,3,112,"",TRUE,5,"116; 116; 123; 137; 137",TRUE
2023,"3694_13",13,1,64,"",TRUE,2,"130; 137",TRUE
2023,"3694_13",13,2,22,"",TRUE,2,"130; 137",TRUE
2023,"3778_13",13,1,28,"",TRUE,1,"130",TRUE
2023,"3826_13",13,3,0,"",TRUE,3,"116; 123; 130",TRUE
2023,"3826_13",13,1,22,"",TRUE,3,"116; 123; 130",TRUE
2023,"3826_13",13,2,32,"",TRUE,3,"116; 123; 130",TRUE
2023,"3978_13",13,2,26,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3978_13",13,4,18,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3978_13",13,3,82,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3978_13",13,1,50,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3980_13",13,1,78,"",TRUE,3,"123; 123; 137",TRUE
2023,"3980_13",13,2,8,"",TRUE,3,"123; 123; 137",TRUE
2023,"7527_13",13,2,0,"",TRUE,2,"123; 137",TRUE
2023,"7527_13",13,1,90,"",TRUE,2,"123; 137",TRUE
2023,"7537_13",13,3,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"7537_13",13,1,42,"",TRUE,3,"123; 130; 137",TRUE
2023,"7537_13",13,2,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"7571_13",13,2,62,"",TRUE,2,"116; 137",TRUE
2023,"7571_13",13,1,96,"",TRUE,2,"116; 137",TRUE
2023,"7589_13",13,2,0,"",TRUE,2,"123; 137",TRUE
2023,"7589_13",13,1,0,"",TRUE,2,"123; 137",TRUE
2023,"7592_13",13,3,18,"",TRUE,3,"123; 130; 144",TRUE
2023,"7592_13",13,1,116,"",TRUE,3,"123; 130; 144",TRUE
2023,"7592_13",13,2,0,"",TRUE,3,"123; 130; 144",TRUE
2023,"3035_14",14,1,26,"",TRUE,1,"130",TRUE
2023,"3058_14",14,2,0,"",TRUE,2,"123; 144",TRUE
2023,"3058_14",14,1,0,"",TRUE,2,"123; 144",TRUE
2023,"3158_14",14,2,46,"",TRUE,3,"116; 130; 137",TRUE
2023,"3158_14",14,3,0,"",TRUE,3,"116; 130; 137",TRUE
2023,"3158_14",14,1,50,"",TRUE,3,"116; 130; 137",TRUE
2023,"3300_14",14,1,46,"",TRUE,1,"123",TRUE
2023,"3305_14",14,1,66,"",TRUE,2,"123; 130",TRUE
2023,"3305_14",14,2,26,"",TRUE,2,"123; 130",TRUE
2023,"3360_14",14,1,162,"",TRUE,,,FALSE
2023,"3360_14",14,2,128,"",TRUE,,,FALSE
2023,"3360_14",14,3,0,"",TRUE,,,FALSE
2023,"3379_14",14,1,60,"",TRUE,2,"123; 137",TRUE
2023,"3379_14",14,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3382_14",14,1,10,"",TRUE,2,"116; 123",TRUE
2023,"3430_14",14,2,42,"",TRUE,2,"123; 137",TRUE
2023,"3430_14",14,1,72,"",TRUE,2,"123; 137",TRUE
2023,"3431_14",14,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3431_14",14,1,64,"",TRUE,2,"123; 137",TRUE
2023,"3432_14",14,1,218,"",TRUE,1,"123",TRUE
2023,"3459_14",14,1,30,"",TRUE,2,"123; 137",TRUE
2023,"3459_14",14,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3463_14",14,,,,FALSE,1,"130",TRUE
2023,"3464_14",14,1,54,"",TRUE,1,"123",TRUE
2023,"3469_14",14,2,80,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3469_14",14,3,0,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3469_14",14,4,0,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3469_14",14,1,16,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3475_14",14,1,108,"",TRUE,1,"137",TRUE
2023,"3495_14",14,2,0,"",TRUE,2,"116; 130",TRUE
2023,"3495_14",14,1,52,"",TRUE,2,"116; 130",TRUE
2023,"3520_14",14,1,18,"",TRUE,1,"130",TRUE
2023,"3671_14",14,2,80,"",TRUE,3,"116; 123; 130",TRUE
2023,"3671_14",14,1,102,"",TRUE,3,"116; 123; 130",TRUE
2023,"3671_14",14,3,0,"",TRUE,3,"116; 123; 130",TRUE
2023,"3689_14",14,1,0,"",TRUE,1,"123",TRUE
2023,"3699_14",14,1,150,"",TRUE,2,"123; 137",TRUE
2023,"3699_14",14,2,88,"",TRUE,2,"123; 137",TRUE
2023,"3711_14",14,1,130,"",TRUE,1,"137",TRUE
2023,"3752_14",14,1,56,"",TRUE,1,"137",TRUE
2023,"3754_14",14,1,104,"",TRUE,1,"123",TRUE
2023,"3816_14",14,1,66,"",TRUE,1,"137",TRUE
2023,"3913_14",14,2,64,"",TRUE,3,"123; 130; 130",TRUE
2023,"3913_14",14,3,2,"",TRUE,3,"123; 130; 130",TRUE
2023,"3913_14",14,1,96,"",TRUE,3,"123; 130; 130",TRUE
2023,"3926_14",14,3,60,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3926_14",14,4,0,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3926_14",14,2,24,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3926_14",14,1,114,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"7528_14",14,1,8,"",TRUE,1,"130",TRUE
2023,"7557_14",14,2,0,"",TRUE,2,"123; 123",TRUE
2023,"7557_14",14,1,112,"",TRUE,2,"123; 123",TRUE
2023,"3006_15",15,2,12,"",TRUE,2,"123; 137",TRUE
2023,"3006_15",15,1,0,"nibbled",TRUE,2,"123; 137",TRUE
2023,"3047_15",15,2,34,"",TRUE,3,"123; 130; 137",TRUE
2023,"3047_15",15,3,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"3047_15",15,1,62,"",TRUE,3,"123; 130; 137",TRUE
2023,"3076_15",15,1,98,"",TRUE,2,"123; 137",TRUE
2023,"3116_15",15,3,74,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,7,42,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,2,80,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,5,36,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,6,6,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,9,0,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,1,78,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,4,92,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3116_15",15,8,0,"",TRUE,9,"109; 109; 109; 123; 123; 123; 123; 123; 123",TRUE
2023,"3297_15",15,1,0,"[stalk clipped 15 may; tag hard to read on datasheet]",TRUE,1,"123",TRUE
2023,"3354_15",15,1,94,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,7,38,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,9,0,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,6,48,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,2,66,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,8,0,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,4,40,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,3,64,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,11,0,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,10,0,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3354_15",15,5,48,"",TRUE,12,"116; 116; 116; 116; 123; 123; 123; 130; 130; 130; 130; 137",TRUE
2023,"3368_15",15,1,0,"[plant gone 26 may]",TRUE,1,"137",TRUE
2023,"3371_15",15,2,16,"",TRUE,3,"123; 123; 137",TRUE
2023,"3371_15",15,3,44,"",TRUE,3,"123; 123; 137",TRUE
2023,"3371_15",15,1,46,"",TRUE,3,"123; 123; 137",TRUE
2023,"3372_15",15,3,38,"",TRUE,3,"123; 137; 137",TRUE
2023,"3372_15",15,2,42,"",TRUE,3,"123; 137; 137",TRUE
2023,"3372_15",15,1,52,"",TRUE,3,"123; 137; 137",TRUE
2023,"3377_15",15,2,64,"",TRUE,4,"116; 123; 123; 137",TRUE
2023,"3377_15",15,3,0,"",TRUE,4,"116; 123; 123; 137",TRUE
2023,"3377_15",15,1,108,"",TRUE,4,"116; 123; 123; 137",TRUE
2023,"3377_15",15,4,0,"",TRUE,4,"116; 123; 123; 137",TRUE
2023,"3384_15",15,1,8,"",TRUE,1,"123",TRUE
2023,"3391_15",15,1,142,"",TRUE,2,"116; 130",TRUE
2023,"3391_15",15,2,0,"",TRUE,2,"116; 130",TRUE
2023,"3395_15",15,2,108,"",TRUE,3,"116; 130; 130",TRUE
2023,"3395_15",15,3,0,"",TRUE,3,"116; 130; 130",TRUE
2023,"3395_15",15,1,100,"",TRUE,3,"116; 130; 130",TRUE
2023,"3397_15",15,1,114,"",TRUE,2,"123; 137",TRUE
2023,"3397_15",15,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3401_15",15,2,58,"",TRUE,7,"116; 116; 123; 123; 123; 130; 137",TRUE
2023,"3401_15",15,3,42,"",TRUE,7,"116; 116; 123; 123; 123; 130; 137",TRUE
2023,"3401_15",15,4,56,"",TRUE,7,"116; 116; 123; 123; 123; 130; 137",TRUE
2023,"3401_15",15,1,48,"",TRUE,7,"116; 116; 123; 123; 123; 130; 137",TRUE
2023,"3401_15",15,6,0,"",TRUE,7,"116; 116; 123; 123; 123; 130; 137",TRUE
2023,"3401_15",15,5,8,"",TRUE,7,"116; 116; 123; 123; 123; 130; 137",TRUE
2023,"3436_15",15,1,128,"",TRUE,1,"137",TRUE
2023,"3446_15",15,1,26,"",TRUE,1,"130",TRUE
2023,"3455_15",15,1,106,"",TRUE,2,"116; 137",TRUE
2023,"3455_15",15,2,0,"",TRUE,2,"116; 137",TRUE
2023,"3457_15",15,4,0,"",TRUE,5,"116; 116; 130; 137; 137",TRUE
2023,"3457_15",15,3,48,"",TRUE,5,"116; 116; 130; 137; 137",TRUE
2023,"3457_15",15,2,42,"",TRUE,5,"116; 116; 130; 137; 137",TRUE
2023,"3457_15",15,1,48,"",TRUE,5,"116; 116; 130; 137; 137",TRUE
2023,"3457_15",15,5,0,"",TRUE,5,"116; 116; 130; 137; 137",TRUE
2023,"3481_15",15,1,0,"[stalk clipped 15 may]",TRUE,,,FALSE
2023,"3482_15",15,1,34,"",TRUE,3,"123; 137; 137",TRUE
2023,"3482_15",15,2,0,"",TRUE,3,"123; 137; 137",TRUE
2023,"3489_15",15,1,18,"",TRUE,1,"116",TRUE
2023,"3490_15",15,3,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3490_15",15,1,12,"",TRUE,3,"123; 130; 130",TRUE
2023,"3490_15",15,2,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3491_15",15,3,0,"",TRUE,3,"116; 130; 130",TRUE
2023,"3491_15",15,1,112,"",TRUE,3,"116; 130; 130",TRUE
2023,"3491_15",15,2,54,"",TRUE,3,"116; 130; 130",TRUE
2023,"3493_15",15,4,82,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3493_15",15,7,34,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3493_15",15,5,52,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3493_15",15,3,70,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3493_15",15,6,40,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3493_15",15,1,80,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3493_15",15,2,70,"",TRUE,7,"116; 116; 116; 130; 130; 130; 130",TRUE
2023,"3498_15",15,1,0,"[stalk broke 4 jun]",TRUE,2,"123; 137",TRUE
2023,"3498_15",15,2,0,"[stalk broke 4 jun]",TRUE,2,"123; 137",TRUE
2023,"3500_15",15,2,42,"",TRUE,4,"123; 123; 123; 130",TRUE
2023,"3500_15",15,1,162,"",TRUE,4,"123; 123; 123; 130",TRUE
2023,"3500_15",15,4,0,"",TRUE,4,"123; 123; 123; 130",TRUE
2023,"3500_15",15,3,116,"nibbled on",TRUE,4,"123; 123; 123; 130",TRUE
2023,"3581_15",15,1,42,"",TRUE,3,"123; 130; 137",TRUE
2023,"3581_15",15,3,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"3581_15",15,2,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"3612_15",15,3,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3612_15",15,1,66,"",TRUE,3,"123; 130; 130",TRUE
2023,"3612_15",15,2,22,"",TRUE,3,"123; 130; 130",TRUE
2023,"3673_15",15,2,0,"",TRUE,2,"116; 123",TRUE
